0,3109
2,592
4,2801
6,2573
8,2695
10,2187
12,1511
14,899
16,1814
18,1183
20,1901
22,1831
24,2243
26,1201
28,1432
30,1668
32,982
34,1386
36,1917
38,2124
40,2584
42,2342
44,2170
46,2149
48,3746
50,4030
52,2426
54,6762
56,3886
58,3028
60,2808
62,3239
64,3074
66,2952
68,1997
70,2791
72,2502
74,2393
76,2572
78,3539
80,3501
82,2882
84,3471
86,3208
88,4749
90,4161
92,5065
94,4203
96,3399
98,2477
100,1485
102,3623
104,6017
106,4196
108,3669
110,3837
112,2965
114,3140
116,1786
118,2755
120,5891
122,9309
124,6470
126,3160
128,915
130,3946
132,6298
134,2885
136,3937
138,4265
140,3380
142,3739
144,5652
146,6174
148,4741
150,4673
152,4969
154,4373
156,3312
158,5998
160,7971
162,2474
164,8882
166,8354
168,4221
170,4279
172,5676
174,4136
176,7139
178,1817
180,3359
182,5847
184,5633
186,6760
188,3192
190,4234
192,4556
194,5669
196,2721
198,3304
200,5909
202,6876
204,4220
206,3703
208,2951
210,4072
212,5344
214,1918
216,3412
218,4891
220,4092
222,3340
224,6048
226,6862
228,5473
230,3560
232,5715
234,5199
236,5040
238,4376
240,7124
242,4425
244,6865
246,7749
248,5044
250,4867
252,4362
254,5721
256,6606
258,1963
260,6418
262,4402
264,6303
266,6448
268,7275
270,9829
272,4329
274,6788
276,6185
278,4075
280,3258
282,4953
284,5306
286,9068
288,7843
290,9227
292,7023
294,3517
296,6310
298,8217
300,6956
302,6265
304,8762
306,4298
308,7964
310,5823
312,8983
314,6343
316,8679
318,8003
320,8128
322,5592
324,9888
326,7621
328,5514
330,8761
332,8939
334,10116
336,6674
338,12071
340,6106
342,7695
344,7243
346,5146
348,10125
350,9553
352,7750
354,9588
356,7479
358,4340
360,7246
362,8521
364,5187
366,6531
368,9123
370,8696
372,8908
374,10104
376,11623
378,9857
380,5448
382,7618
384,6103
386,8770
388,8907
390,10403
392,10785
394,9599
396,13471
398,6453
400,5900
402,5525
404,8114
406,11464
408,8804
410,10503
412,7471
414,6973
416,9518
418,8404
420,10907
422,10581
424,10218
426,6434
428,10524
430,7649
432,9578
434,7179
436,8123
438,8716
440,8622
442,8408
444,8614
446,8186
448,9245
450,8306
452,8523
454,7006
456,4618
458,8445
460,7481
462,9791
464,9756
466,12469
468,9884
470,13231
472,6191
474,8253
476,7259
478,4378
480,9341
482,8709
484,12795
486,10776
488,7321
490,6577
492,4737
494,8955
496,12349
498,7088
500,9237
502,9215
504,10263
506,8678
508,5591
510,7798
512,4952
514,11366
516,11684
518,10582
520,6001
522,5802
524,7552
526,9375
528,7973
530,9917
532,8531
534,12088
536,10439
538,9685
540,10930
542,10372
544,7778
546,10228
548,10975
550,5972
552,8751
554,7471
556,7817
558,11664
560,10667
562,7900
564,10551
566,10143
568,5591
570,6616
572,6779
574,8297
576,9001
578,11751
580,8990
582,9477
584,12104
586,7336
588,9578
590,10551
592,12390
594,9141
596,14954
598,9319
600,4686
602,8847
604,7208
606,10200
608,8126
610,8566
612,10412
614,6315
616,7416
618,5677
620,10237
622,6430
624,7543
626,4174
628,7955
630,12083
632,9734
634,8459
636,8365
638,6213
640,3937
642,4921
644,6539
646,5881
648,8462
650,6501
652,8280
654,5558
656,7855
658,4942
660,5738
662,4376
664,3968
666,5200
668,9986
670,8721
672,8369
674,7748
676,4419
678,4988
680,5072
682,5312
684,5950
686,8830
688,10785
690,7334
692,6613
694,7351
696,3817
698,5099
700,6273
702,5570
704,9679
706,6371
708,6715
710,5806
712,7606
714,3745
716,5724
718,7512
720,10439
722,8163
724,4741
726,5476
728,9088
730,7172
732,6719
734,7906
736,3827
738,5588
740,6214
742,4870
744,5386
746,3376
748,4498
750,4383
752,6287
754,4313
756,5143
758,6777
760,8587
762,7818
764,6028
766,7127
768,6864
770,8953
772,7853
774,7634
776,7409
778,6624
780,5634
782,6048
784,3143
786,4266
788,3029
790,6454
792,5319
794,7659
796,6425
798,7974
800,7545
802,8281
804,7752
806,5632
808,6729
810,8812
812,7445
814,5229
816,7163
818,11221
820,11032
822,6666
824,4961
826,10430
828,5456
830,7827
832,7460
834,7652
836,5931
838,9792
840,10674
842,7058
844,8750
846,6863
848,8245
850,9187
852,7638
854,7453
856,6051
858,5096
860,5664
862,7672
864,5004
866,7073
868,6737
870,8698
872,6507
874,6153
876,6489
878,6157
880,4962
882,7598
884,3961
886,4409
888,4876
890,5017
892,6505
894,5590
896,9076
898,9037
900,5629
902,10795
904,5829
906,6196
908,4291
910,6549
912,8520
914,7645
916,5504
918,10453
920,4457
922,5571
924,6017
926,9139
928,7542
930,8749
932,7396
934,5677
936,8675
938,5314
940,8242
942,8403
944,7627
946,7130
948,8269
950,6118
952,7165
954,7435
956,7185
958,4395
960,6962
962,8478
964,5557
966,8267
968,5367
970,6709
972,5353
974,4886
976,6379
978,3795
980,5557
982,6768
984,4892
986,5269
988,6098
990,7546
992,4008
994,6534
996,5684
998,5446
1000,7875
1002,7382
1004,6589
1006,6830
1008,3623
1010,4459
1012,4122
1014,5322
1016,7729
1018,9386
1020,6847
1022,5651
1024,6756
1026,4008
1028,6490
1030,5691
1032,4146
1034,4381
1036,9728
1038,6059
1040,5484
1042,2985
1044,6858
1046,2912
1048,3541
1050,8793
1052,6633
1054,4102
1056,5477
1058,4320
1060,3036
1062,3489
1064,4353
1066,4506
1068,7084
1070,3512
1072,2466
1074,3133
1076,4522
1078,6309
1080,5227
1082,7066
1084,4260
1086,6006
1088,4319
1090,4168
1092,5116
1094,3232
1096,5118
1098,6218
1100,5254
1102,3917
1104,5262
1106,6450
1108,7216
1110,7383
1112,7132
1114,6292
1116,3665
1118,3553
1120,3832
1122,3462
1124,5163
1126,3920
1128,4729
1130,6643
1132,7597
1134,6511
1136,5219
1138,3838
1140,2910
1142,3565
1144,5739
1146,2215
1148,6827
1150,5670
1152,3864
1154,4630
1156,6224
1158,4469
1160,5055
1162,5204
1164,3313
1166,2932
1168,4734
1170,2634
1172,2470
1174,3940
1176,4115
1178,5560
1180,5997
1182,3680
1184,4039
1186,6112
1188,5586
1190,4605
1192,2835
1194,5228
1196,2484
1198,3569
1200,5837
1202,4654
1204,4045
1206,4941
1208,5798
1210,5965
1212,6471
1214,3397
1216,4680
1218,5698
1220,5956
1222,4291
1224,4299
1226,3541
1228,2662
1230,2256
1232,2588
1234,3344
1236,3805
1238,2894
1240,3274
1242,2729
1244,2093
1246,3261
1248,4589
1250,2891
1252,6524
1254,2630
1256,4638
1258,3473
1260,3511
1262,3127
1264,2793
1266,4567
1268,2136
1270,1972
1272,3138
1274,5544
1276,5061
1278,3262
1280,1139
1282,3192
1284,1823
1286,3959
1288,1874
1290,2702
1292,2549
1294,5244
1296,3022
1298,4170
1300,1903
1302,1815
1304,4377
1306,4364
1308,4208
1310,3184
1312,3411
1314,2178
1316,5782
1318,7452
1320,5402
1322,4951
1324,4282
1326,6014
1328,5311
1330,6095
1332,3128
1334,4283
1336,6520
1338,2704
1340,3580
1342,2492
1344,3267
1346,2040
1348,5949
1350,5499
1352,3819
1354,3717
1356,5236
1358,1476
1360,2041
1362,4165
1364,2677
1366,2945
1368,2914
1370,2643
1372,2044
1374,3508
1376,1548
1378,3341
1380,4346
1382,2888
1384,3821
1386,1534
1388,4314
1390,3157
1392,1578
1394,515
1396,2804
1398,2512
1400,2844
1402,1346
1404,2260
1406,742
1408,2130
1410,4654
1412,2466
1414,3511
1416,3406
1418,4746
1420,2370
1422,3438
1424,5471
1426,3195
1428,3070
1430,3885
1432,3157
1434,3684
1436,2650
1438,2871
1440,1511
1442,3701
1444,2718
1446,1412
1448,2428
1450,2131
1452,3470
1454,3910
1456,4308
1458,3068
1460,3108
1462,810
1464,2732
1466,2818
1468,2443
1470,4014
1472,3585
1474,2253
1476,3407
1478,2366
1480,3663
1482,2211
1484,5245
1486,2982
1488,2759
1490,2746
1492,1556
1494,1808
1496,1918
1498,1653
1500,1165
1502,872
1504,3220
1506,2024
1508,1990
1510,695
1512,633
1514,4230
1516,3095
1518,2753
1520,3177
1522,981
1524,959
1526,1887
1528,1427
1530,1177
1532,1379
1534,461
1536,1387
1538,832
1540,1042
1542,1444
1544,632
1546,1947
1548,1954
1550,1768
1552,1770
1554,1242
1556,1598
1558,1065
1560,2310
1562,1741
1564,2079
1566,2938
1568,1491
1570,2558
1572,937
1574,1457
1576,4012
1578,2475
1580,2605
1582,2759
1584,1341
1586,2625
1588,843
1590,1203
1592,2116
1594,2504
1596,1173
1598,1522
1600,954
1602,2084
1604,2923
1606,866
1608,1849
1610,825
1612,2721
1614,2614
1616,1783
1618,243
1620,2697
1622,2246
1624,1698
1626,2556
1628,1423
1630,1295
1632,1209
1634,1782
1636,825
1638,1099
1640,2525
1642,1772
1644,3042
1646,1599
1648,2830
1650,2692
1652,1826
1654,2739
1656,2045
1658,2083
1660,692
1662,3424
1664,1137
1666,1659
1668,2971
1670,2340
1672,2429
1674,1884
1676,1457
1678,2042
1680,3364
1682,1357
1684,1519
1686,2930
1688,1259
1690,2546
1692,1543
1694,2296
1696,1396
1698,1634
1700,1291
1702,1752
1704,1123
1706,1552
1708,1929
1710,927
1712,2254
1714,3543
1716,561
1718,1325
1720,2527
1722,1756
1724,1121
1726,891
1728,733
1730,2097
1732,2173
1734,1636
1736,1052
1738,2417
1740,1081
1742,538
1744,2965
1746,1220
1748,1675
1750,1126
1752,1091
1754,2006
1756,1970
1758,1557
